transaction_id,date,customer_id,gender,age,product_category,quantity,price_per_unit,total_amount,z_age,z_quantity,z_price,z_amount,is_outlier,order_month,age_group,customer_id_num
41,2023-02-22,CUST041,Male,34,Clothing,2,25,50,-0.5405647624976612,-0.45399629404328795,-0.8169885864299324,-0.7253658399392744,False,2023-02-01,Adult,041
42,2023-02-17,CUST042,Male,22,Clothing,3,300,900,-1.4181049613575005,0.4292649784144711,0.6335366977603409,0.7932572239729995,False,2023-02-01,Adult,042
43,2023-07-14,CUST043,Female,48,Clothing,1,300,300,0.48323213617215127,-1.337257566501047,0.6335366977603409,-0.27871199761213494,False,2023-07-01,Adult,043
44,2023-02-19,CUST044,Female,22,Clothing,1,25,25,-1.4181049613575005,-1.337257566501047,-0.8169885864299324,-0.7700312241719883,False,2023-02-01,Adult,044
45,2023-07-03,CUST045,Female,55,Electronics,1,30,30,0.9951305855070576,-1.337257566501047,-0.7906153994446548,-0.7610981473254455,False,2023-07-01,Adult,045
46,2023-06-26,CUST046,Female,20,Electronics,4,300,1200,-1.5643616611674738,1.3125262508722302,0.6335366977603409,1.3292418347655668,False,2023-06-01,Adult,046
47,2023-11-06,CUST047,Female,40,Beauty,3,500,1500,-0.10179466306774158,0.4292649784144711,1.6884641771714488,1.865226445558134,False,2023-11-01,Adult,047
48,2023-05-16,CUST048,Male,54,Electronics,3,300,900,0.922002235602071,0.4292649784144711,0.6335366977603409,0.7932572239729995,False,2023-05-01,Adult,048
49,2023-01-23,CUST049,Female,54,Electronics,2,500,1000,0.922002235602071,-0.45399629404328795,1.6884641771714488,0.9719187609038553,False,2023-01-01,Adult,049
50,2023-08-24,CUST050,Female,27,Beauty,3,25,75,-1.0524632118325674,0.4292649784144711,-0.8169885864299324,-0.6807004557065603,False,2023-08-01,Adult,050
51,2023-10-02,CUST051,Male,27,Beauty,3,25,75,-1.0524632118325674,0.4292649784144711,-0.8169885864299324,-0.6807004557065603,False,2023-10-01,Adult,051
52,2023-03-05,CUST052,Female,36,Beauty,1,300,300,-0.39430806268768803,-1.337257566501047,0.6335366977603409,-0.27871199761213494,False,2023-03-01,Adult,052
53,2023-07-13,CUST053,Male,34,Electronics,2,50,100,-0.5405647624976612,-0.45399629404328795,-0.685122651503544,-0.6360350714738464,False,2023-07-01,Adult,053
54,2023-02-10,CUST054,Female,38,Electronics,3,500,1500,-0.2480513628777148,0.4292649784144711,1.6884641771714488,1.865226445558134,False,2023-02-01,Adult,054
55,2023-10-10,CUST055,Male,31,Beauty,4,30,120,-0.759949812212621,1.3125262508722302,-0.7906153994446548,-0.6003027640876754,False,2023-10-01,Adult,055
56,2023-05-31,CUST056,Female,26,Clothing,3,300,900,-1.125591561737554,0.4292649784144711,0.6335366977603409,0.7932572239729995,False,2023-05-01,Adult,056
57,2023-11-18,CUST057,Female,63,Beauty,1,30,30,1.5801573847469503,-1.337257566501047,-0.7906153994446548,-0.7610981473254455,False,2023-11-01,Adult,057
58,2023-11-13,CUST058,Male,18,Clothing,4,300,1200,-1.710618360977447,1.3125262508722302,0.6335366977603409,1.3292418347655668,False,2023-11-01,Teenager,058
59,2023-07-05,CUST059,Male,62,Clothing,1,50,50,1.5070290348419637,-1.337257566501047,-0.685122651503544,-0.7253658399392744,False,2023-07-01,Adult,059
60,2023-10-23,CUST060,Male,30,Beauty,3,50,150,-0.8330781621176077,0.4292649784144711,-0.685122651503544,-0.5467043030084185,False,2023-10-01,Adult,060
61,2023-04-09,CUST061,Male,21,Beauty,4,50,200,-1.4912333112624871,1.3125262508722302,-0.685122651503544,-0.45737353454299073,False,2023-04-01,Adult,061
62,2023-12-27,CUST062,Male,18,Beauty,2,50,100,-1.710618360977447,-0.45399629404328795,-0.685122651503544,-0.6360350714738464,False,2023-12-01,Teenager,062
63,2023-02-05,CUST063,Male,57,Electronics,2,25,50,1.1413872853170308,-0.45399629404328795,-0.8169885864299324,-0.7253658399392744,False,2023-02-01,Adult,063
64,2023-01-24,CUST064,Male,49,Clothing,4,25,100,0.5563604860771378,1.3125262508722302,-0.8169885864299324,-0.6360350714738464,False,2023-01-01,Adult,064
65,2023-12-05,CUST065,Male,51,Electronics,4,500,2000,0.7026171858871111,1.3125262508722302,1.6884641771714488,2.758534130212413,False,2023-12-01,Adult,065
66,2023-04-27,CUST066,Female,45,Electronics,1,30,30,0.26384708645719146,-1.337257566501047,-0.7906153994446548,-0.7610981473254455,False,2023-04-01,Adult,066
67,2023-05-29,CUST067,Female,48,Beauty,4,300,1200,0.48323213617215127,1.3125262508722302,0.6335366977603409,1.3292418347655668,False,2023-05-01,Adult,067
68,2023-02-10,CUST068,Male,25,Electronics,1,300,300,-1.1987199116425407,-1.337257566501047,0.6335366977603409,-0.27871199761213494,False,2023-02-01,Adult,068
69,2023-04-30,CUST069,Female,56,Beauty,3,25,75,1.0682589354120442,0.4292649784144711,-0.8169885864299324,-0.6807004557065603,False,2023-04-01,Adult,069
70,2023-02-21,CUST070,Female,43,Clothing,1,300,300,0.11759038664721824,-1.337257566501047,0.6335366977603409,-0.27871199761213494,False,2023-02-01,Adult,070
71,2023-07-14,CUST071,Female,51,Beauty,4,25,100,0.7026171858871111,1.3125262508722302,-0.8169885864299324,-0.6360350714738464,False,2023-07-01,Adult,071
72,2023-05-23,CUST072,Female,20,Electronics,4,500,2000,-1.5643616611674738,1.3125262508722302,1.6884641771714488,2.758534130212413,False,2023-05-01,Adult,072
73,2023-08-21,CUST073,Male,29,Electronics,3,30,90,-0.9062065120225943,0.4292649784144711,-0.7906153994446548,-0.653901225166932,False,2023-08-01,Adult,073
74,2023-11-22,CUST074,Female,18,Beauty,4,500,2000,-1.710618360977447,1.3125262508722302,1.6884641771714488,2.758534130212413,False,2023-11-01,Teenager,074
75,2023-07-06,CUST075,Male,61,Beauty,4,50,200,1.433900684936977,1.3125262508722302,-0.685122651503544,-0.45737353454299073,False,2023-07-01,Adult,075
76,2023-03-25,CUST076,Female,22,Electronics,2,50,100,-1.4181049613575005,-0.45399629404328795,-0.685122651503544,-0.6360350714738464,False,2023-03-01,Adult,076
77,2023-07-09,CUST077,Female,47,Clothing,2,50,100,0.41010378626716465,-0.45399629404328795,-0.685122651503544,-0.6360350714738464,False,2023-07-01,Adult,077
78,2023-07-01,CUST078,Female,47,Clothing,3,500,1500,0.41010378626716465,0.4292649784144711,1.6884641771714488,1.865226445558134,False,2023-07-01,Adult,078
79,2023-04-18,CUST079,Male,34,Beauty,1,300,300,-0.5405647624976612,-1.337257566501047,0.6335366977603409,-0.27871199761213494,False,2023-04-01,Adult,079
80,2023-12-10,CUST080,Female,64,Clothing,2,30,60,1.653285734651937,-0.45399629404328795,-0.7906153994446548,-0.7074996862461888,False,2023-12-01,Adult,080
81,2023-05-17,CUST081,Male,40,Electronics,1,50,50,-0.10179466306774158,-1.337257566501047,-0.685122651503544,-0.7253658399392744,False,2023-05-01,Adult,081
82,2023-12-26,CUST082,Female,32,Beauty,4,50,200,-0.6868214623076344,1.3125262508722302,-0.685122651503544,-0.45737353454299073,False,2023-12-01,Adult,082
83,2023-12-16,CUST083,Male,54,Electronics,2,50,100,0.922002235602071,-0.45399629404328795,-0.685122651503544,-0.6360350714738464,False,2023-12-01,Adult,083
84,2023-11-28,CUST084,Female,38,Electronics,3,30,90,-0.2480513628777148,0.4292649784144711,-0.7906153994446548,-0.653901225166932,False,2023-11-01,Adult,084
85,2023-02-06,CUST085,Male,31,Clothing,3,50,150,-0.759949812212621,0.4292649784144711,-0.685122651503544,-0.5467043030084185,False,2023-02-01,Adult,085
86,2023-11-08,CUST086,Male,19,Beauty,3,30,90,-1.6374900110724604,0.4292649784144711,-0.7906153994446548,-0.653901225166932,False,2023-11-01,Teenager,086
87,2023-11-22,CUST087,Female,28,Beauty,2,50,100,-0.9793348619275809,-0.45399629404328795,-0.685122651503544,-0.6360350714738464,False,2023-11-01,Adult,087
88,2023-03-29,CUST088,Male,56,Clothing,1,500,500,1.0682589354120442,-1.337257566501047,1.6884641771714488,0.07861107624957653,False,2023-03-01,Adult,088
89,2023-10-01,CUST089,Female,55,Electronics,4,500,2000,0.9951305855070576,1.3125262508722302,1.6884641771714488,2.758534130212413,False,2023-10-01,Adult,089
90,2023-05-06,CUST090,Female,51,Electronics,1,30,30,0.7026171858871111,-1.337257566501047,-0.7906153994446548,-0.7610981473254455,False,2023-05-01,Adult,090
91,2023-03-25,CUST091,Female,55,Electronics,1,500,500,0.9951305855070576,-1.337257566501047,1.6884641771714488,0.07861107624957653,False,2023-03-01,Adult,091
92,2023-08-25,CUST092,Female,51,Electronics,4,30,120,0.7026171858871111,1.3125262508722302,-0.7906153994446548,-0.6003027640876754,False,2023-08-01,Adult,092
93,2023-07-14,CUST093,Female,35,Beauty,4,500,2000,-0.4674364125926746,1.3125262508722302,1.6884641771714488,2.758534130212413,False,2023-07-01,Adult,093
94,2023-05-19,CUST094,Female,47,Beauty,2,500,1000,0.41010378626716465,-0.45399629404328795,1.6884641771714488,0.9719187609038553,False,2023-05-01,Adult,094
95,2023-11-24,CUST095,Female,32,Clothing,2,30,60,-0.6868214623076344,-0.45399629404328795,-0.7906153994446548,-0.7074996862461888,False,2023-11-01,Adult,095
96,2023-12-19,CUST096,Female,44,Clothing,2,300,600,0.19071873655220484,-0.45399629404328795,0.6335366977603409,0.25727261318043226,False,2023-12-01,Adult,096
97,2023-10-13,CUST097,Female,51,Beauty,2,500,1000,0.7026171858871111,-0.45399629404328795,1.6884641771714488,0.9719187609038553,False,2023-10-01,Adult,097
98,2023-04-23,CUST098,Female,55,Beauty,2,50,100,0.9951305855070576,-0.45399629404328795,-0.685122651503544,-0.6360350714738464,False,2023-04-01,Adult,098
99,2023-12-17,CUST099,Female,50,Electronics,4,300,1200,0.6294888359821245,1.3125262508722302,0.6335366977603409,1.3292418347655668,False,2023-12-01,Adult,099
100,2023-06-16,CUST100,Male,41,Electronics,1,30,30,-0.02866631316275497,-1.337257566501047,-0.7906153994446548,-0.7610981473254455,False,2023-06-01,Adult,100
101,2023-01-29,CUST101,Male,32,Clothing,2,300,600,-0.6868214623076344,-0.45399629404328795,0.6335366977603409,0.25727261318043226,False,2023-01-01,Adult,101
102,2023-04-28,CUST102,Female,47,Beauty,2,25,50,0.41010378626716465,-0.45399629404328795,-0.8169885864299324,-0.7253658399392744,False,2023-04-01,Adult,102
103,2023-01-17,CUST103,Female,59,Clothing,1,25,25,1.287643985127004,-1.337257566501047,-0.8169885864299324,-0.7700312241719883,False,2023-01-01,Adult,103
104,2023-06-11,CUST104,Female,34,Beauty,2,500,1000,-0.5405647624976612,-0.45399629404328795,1.6884641771714488,0.9719187609038553,False,2023-06-01,Adult,104
105,2023-07-25,CUST105,Female,22,Electronics,1,500,500,-1.4181049613575005,-1.337257566501047,1.6884641771714488,0.07861107624957653,False,2023-07-01,Adult,105
106,2023-05-18,CUST106,Female,46,Clothing,1,50,50,0.3369754363621781,-1.337257566501047,-0.685122651503544,-0.7253658399392744,False,2023-05-01,Adult,106
107,2023-02-03,CUST107,Female,21,Clothing,4,300,1200,-1.4912333112624871,1.3125262508722302,0.6335366977603409,1.3292418347655668,False,2023-02-01,Adult,107
108,2023-04-19,CUST108,Female,27,Beauty,3,25,75,-1.0524632118325674,0.4292649784144711,-0.8169885864299324,-0.6807004557065603,False,2023-04-01,Adult,108
109,2023-10-18,CUST109,Female,34,Electronics,4,500,2000,-0.5405647624976612,1.3125262508722302,1.6884641771714488,2.758534130212413,False,2023-10-01,Adult,109
110,2023-06-11,CUST110,Male,27,Clothing,3,300,900,-1.0524632118325674,0.4292649784144711,0.6335366977603409,0.7932572239729995,False,2023-06-01,Adult,110
111,2023-04-19,CUST111,Female,34,Electronics,3,500,1500,-0.5405647624976612,0.4292649784144711,1.6884641771714488,1.865226445558134,False,2023-04-01,Adult,111
112,2023-12-02,CUST112,Male,37,Clothing,3,500,1500,-0.3211797127827014,0.4292649784144711,1.6884641771714488,1.865226445558134,False,2023-12-01,Adult,112
113,2023-09-13,CUST113,Female,41,Electronics,2,25,50,-0.02866631316275497,-0.45399629404328795,-0.8169885864299324,-0.7253658399392744,False,2023-09-01,Adult,113
114,2023-07-22,CUST114,Female,22,Beauty,4,25,100,-1.4181049613575005,1.3125262508722302,-0.8169885864299324,-0.6360350714738464,False,2023-07-01,Adult,114
115,2023-11-26,CUST115,Male,51,Clothing,3,500,1500,0.7026171858871111,0.4292649784144711,1.6884641771714488,1.865226445558134,False,2023-11-01,Adult,115
116,2023-08-23,CUST116,Female,23,Clothing,1,30,30,-1.344976611452514,-1.337257566501047,-0.7906153994446548,-0.7610981473254455,False,2023-08-01,Adult,116
117,2023-03-15,CUST117,Male,19,Electronics,2,500,1000,-1.6374900110724604,-0.45399629404328795,1.6884641771714488,0.9719187609038553,False,2023-03-01,Teenager,117
118,2023-05-16,CUST118,Female,30,Electronics,4,500,2000,-0.8330781621176077,1.3125262508722302,1.6884641771714488,2.758534130212413,False,2023-05-01,Adult,118
119,2023-03-13,CUST119,Female,60,Clothing,3,50,150,1.3607723350319905,0.4292649784144711,-0.685122651503544,-0.5467043030084185,False,2023-03-01,Adult,119
120,2023-05-07,CUST120,Male,60,Beauty,1,50,50,1.3607723350319905,-1.337257566501047,-0.685122651503544,-0.7253658399392744,False,2023-05-01,Adult,120
121,2023-10-15,CUST121,Female,28,Electronics,4,50,200,-0.9793348619275809,1.3125262508722302,-0.685122651503544,-0.45737353454299073,False,2023-10-01,Adult,121
122,2023-10-03,CUST122,Male,64,Electronics,4,30,120,1.653285734651937,1.3125262508722302,-0.7906153994446548,-0.6003027640876754,False,2023-10-01,Adult,122
123,2023-05-15,CUST123,Female,40,Electronics,2,30,60,-0.10179466306774158,-0.45399629404328795,-0.7906153994446548,-0.7074996862461888,False,2023-05-01,Adult,123
124,2023-10-27,CUST124,Male,33,Clothing,4,500,2000,-0.6136931124026478,1.3125262508722302,1.6884641771714488,2.758534130212413,False,2023-10-01,Adult,124
125,2023-08-08,CUST125,Male,48,Clothing,2,50,100,0.48323213617215127,-0.45399629404328795,-0.685122651503544,-0.6360350714738464,False,2023-08-01,Adult,125
126,2023-10-26,CUST126,Female,28,Clothing,3,30,90,-0.9793348619275809,0.4292649784144711,-0.7906153994446548,-0.653901225166932,False,2023-10-01,Adult,126
127,2023-07-24,CUST127,Female,33,Clothing,2,25,50,-0.6136931124026478,-0.45399629404328795,-0.8169885864299324,-0.7253658399392744,False,2023-07-01,Adult,127
128,2023-07-05,CUST128,Male,25,Beauty,1,500,500,-1.1987199116425407,-1.337257566501047,1.6884641771714488,0.07861107624957653,False,2023-07-01,Adult,128
129,2023-04-23,CUST129,Female,21,Beauty,2,300,600,-1.4912333112624871,-0.45399629404328795,0.6335366977603409,0.25727261318043226,False,2023-04-01,Adult,129
130,2023-03-12,CUST130,Female,57,Clothing,1,500,500,1.1413872853170308,-1.337257566501047,1.6884641771714488,0.07861107624957653,False,2023-03-01,Adult,130
131,2023-09-18,CUST131,Female,21,Beauty,2,300,600,-1.4912333112624871,-0.45399629404328795,0.6335366977603409,0.25727261318043226,False,2023-09-01,Adult,131
132,2023-09-10,CUST132,Male,42,Electronics,4,50,200,0.044462036742231634,1.3125262508722302,-0.685122651503544,-0.45737353454299073,False,2023-09-01,Adult,132
133,2023-02-16,CUST133,Male,20,Electronics,3,300,900,-1.5643616611674738,0.4292649784144711,0.6335366977603409,0.7932572239729995,False,2023-02-01,Adult,133
134,2023-01-25,CUST134,Male,49,Electronics,1,50,50,0.5563604860771378,-1.337257566501047,-0.685122651503544,-0.7253658399392744,False,2023-01-01,Adult,134
135,2023-02-26,CUST135,Male,20,Clothing,2,25,50,-1.5643616611674738,-0.45399629404328795,-0.8169885864299324,-0.7253658399392744,False,2023-02-01,Adult,135
136,2023-03-20,CUST136,Male,44,Electronics,2,300,600,0.19071873655220484,-0.45399629404328795,0.6335366977603409,0.25727261318043226,False,2023-03-01,Adult,136
137,2023-11-18,CUST137,Male,46,Beauty,2,500,1000,0.3369754363621781,-0.45399629404328795,1.6884641771714488,0.9719187609038553,False,2023-11-01,Adult,137
138,2023-03-23,CUST138,Male,49,Clothing,4,50,200,0.5563604860771378,1.3125262508722302,-0.685122651503544,-0.45737353454299073,False,2023-03-01,Adult,138
139,2023-12-15,CUST139,Male,36,Beauty,4,500,2000,-0.39430806268768803,1.3125262508722302,1.6884641771714488,2.758534130212413,False,2023-12-01,Adult,139
140,2023-08-05,CUST140,Male,38,Electronics,1,30,30,-0.2480513628777148,-1.337257566501047,-0.7906153994446548,-0.7610981473254455,False,2023-08-01,Adult,140
141,2023-11-02,CUST141,Female,22,Electronics,1,50,50,-1.4181049613575005,-1.337257566501047,-0.685122651503544,-0.7253658399392744,False,2023-11-01,Adult,141
142,2023-02-02,CUST142,Male,35,Electronics,4,300,1200,-0.4674364125926746,1.3125262508722302,0.6335366977603409,1.3292418347655668,False,2023-02-01,Adult,142
143,2023-07-17,CUST143,Female,45,Clothing,1,50,50,0.26384708645719146,-1.337257566501047,-0.685122651503544,-0.7253658399392744,False,2023-07-01,Adult,143
144,2023-07-15,CUST144,Female,59,Beauty,3,500,1500,1.287643985127004,0.4292649784144711,1.6884641771714488,1.865226445558134,False,2023-07-01,Adult,144
145,2023-11-02,CUST145,Female,39,Clothing,3,25,75,-0.1749230129727282,0.4292649784144711,-0.8169885864299324,-0.6807004557065603,False,2023-11-01,Adult,145
146,2023-08-28,CUST146,Male,38,Clothing,4,50,200,-0.2480513628777148,1.3125262508722302,-0.685122651503544,-0.45737353454299073,False,2023-08-01,Adult,146
147,2023-09-28,CUST147,Male,23,Electronics,1,300,300,-1.344976611452514,-1.337257566501047,0.6335366977603409,-0.27871199761213494,False,2023-09-01,Adult,147
148,2023-05-09,CUST148,Male,18,Clothing,2,30,60,-1.710618360977447,-0.45399629404328795,-0.7906153994446548,-0.7074996862461888,False,2023-05-01,Teenager,148
149,2023-10-11,CUST149,Male,22,Clothing,3,25,75,-1.4181049613575005,0.4292649784144711,-0.8169885864299324,-0.6807004557065603,False,2023-10-01,Adult,149
150,2023-01-06,CUST150,Female,58,Electronics,4,30,120,1.2145156352220174,1.3125262508722302,-0.7906153994446548,-0.6003027640876754,False,2023-01-01,Adult,150
151,2023-12-15,CUST151,Male,29,Clothing,1,50,50,-0.9062065120225943,-1.337257566501047,-0.685122651503544,-0.7253658399392744,False,2023-12-01,Adult,151
152,2023-02-28,CUST152,Male,43,Electronics,4,500,2000,0.11759038664721824,1.3125262508722302,1.6884641771714488,2.758534130212413,False,2023-02-01,Adult,152
153,2023-12-16,CUST153,Male,63,Electronics,2,500,1000,1.5801573847469503,-0.45399629404328795,1.6884641771714488,0.9719187609038553,False,2023-12-01,Adult,153
154,2023-10-02,CUST154,Male,51,Electronics,3,300,900,0.7026171858871111,0.4292649784144711,0.6335366977603409,0.7932572239729995,False,2023-10-01,Adult,154
155,2023-05-17,CUST155,Male,31,Electronics,4,500,2000,-0.759949812212621,1.3125262508722302,1.6884641771714488,2.758534130212413,False,2023-05-01,Adult,155
156,2023-11-25,CUST156,Female,43,Clothing,4,25,100,0.11759038664721824,1.3125262508722302,-0.8169885864299324,-0.6360350714738464,False,2023-11-01,Adult,156
157,2023-06-24,CUST157,Male,62,Electronics,4,500,2000,1.5070290348419637,1.3125262508722302,1.6884641771714488,2.758534130212413,False,2023-06-01,Adult,157
158,2023-02-27,CUST158,Female,44,Electronics,2,300,600,0.19071873655220484,-0.45399629404328795,0.6335366977603409,0.25727261318043226,False,2023-02-01,Adult,158
159,2023-05-31,CUST159,Male,26,Clothing,4,50,200,-1.125591561737554,1.3125262508722302,-0.685122651503544,-0.45737353454299073,False,2023-05-01,Adult,159
160,2023-08-11,CUST160,Female,43,Clothing,2,50,100,0.11759038664721824,-0.45399629404328795,-0.685122651503544,-0.6360350714738464,False,2023-08-01,Adult,160
161,2023-03-22,CUST161,Male,64,Beauty,2,500,1000,1.653285734651937,-0.45399629404328795,1.6884641771714488,0.9719187609038553,False,2023-03-01,Adult,161
162,2023-08-21,CUST162,Male,39,Clothing,2,30,60,-0.1749230129727282,-0.45399629404328795,-0.7906153994446548,-0.7074996862461888,False,2023-08-01,Adult,162
163,2023-01-02,CUST163,Female,64,Clothing,3,50,150,1.653285734651937,0.4292649784144711,-0.685122651503544,-0.5467043030084185,False,2023-01-01,Adult,163
164,2023-05-15,CUST164,Female,47,Beauty,3,500,1500,0.41010378626716465,0.4292649784144711,1.6884641771714488,1.865226445558134,False,2023-05-01,Adult,164
165,2023-09-14,CUST165,Female,60,Clothing,4,300,1200,1.3607723350319905,1.3125262508722302,0.6335366977603409,1.3292418347655668,False,2023-09-01,Adult,165
166,2023-04-02,CUST166,Male,34,Clothing,4,500,2000,-0.5405647624976612,1.3125262508722302,1.6884641771714488,2.758534130212413,False,2023-04-01,Adult,166
167,2023-09-17,CUST167,Female,43,Clothing,3,50,150,0.11759038664721824,0.4292649784144711,-0.685122651503544,-0.5467043030084185,False,2023-09-01,Adult,167
